wo_id,description,asset_tag,asset_class,area,install_date,age_days,task_type,priority,mandatory,estimated_cost_usd,mech_hours,elec_hours,inst_hours,civil_hours,total_craft_hours,duration_days,weibull_beta,weibull_eta,c_safety,c_env,c_prod,c_cost,replace_usd,predecessor_wo_id,priority_weight,asset_master_linked,asset_name,fitted_beta,fitted_eta,failure_prob,rul_days,weibull_source,consequence_score,likelihood_tier,consequence_tier,risk_score,risk_level,deferred_cost_usd,net_value_usd,selected,decision
WO-00358,Inspection – Centrifugal Pump PMP-0059,PMP-0059,Pmp,Tank-Farm,2019-04-16,2725,Inspection,Medium,False,3613.66,7.3,1.0,2.5,0.9,11.700000000000001,1,2.5,1825,3,2,4,3,48000,WO-00090,2,True,Centrifugal Pump,2.5,1825.0,0.6342968058537133,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,13700.81,10087.15,False,DEFER
WO-00359,Cleaning – Instrument/Analyser INST-0090,INST-0090,Inst,Offsites,2014-12-31,4292,Cleaning,High,False,23801.28,14.2,1.6,0.3,4.3,20.4,3,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-22361.28,False,DEFER
WO-00360,Inspection – Centrifugal Pump PMP-0018,PMP-0018,Pmp,Unit-200,2019-03-23,2749,Inspection,Low,False,4313.36,3.5,1.3,1.8,0.1,6.699999999999999,1,2.5,1825,3,2,4,3,48000,WO-00096,1,True,Centrifugal Pump,2.5,1825.0,0.6388297933189473,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,13798.72,9485.36,True,INCLUDE
WO-00361,Cleaning – Instrument/Analyser INST-0172,INST-0172,Inst,Unit-200,2015-05-14,4158,Cleaning,Critical,True,23474.82,15.8,0.1,1.1,6.5,23.5,3,1.8,730,2,1,3,2,4800,,4,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-22034.82,True,INCLUDE
WO-00362,Repair – Storage Tank TNK-0013,TNK-0013,Tnk,Flare-System,2019-03-07,2765,Repair,Low,False,50357.71,76.5,16.8,13.1,3.3,109.69999999999999,14,3.5,5475,4,5,3,4,390000,,1,True,Storage Tank,3.5,5475.0,0.04852153815202732,4183.232367820265,asset_inline_fallback,4.0,1,4,4,LOW,11354.04,-39003.67,False,DEFER
WO-00363,Overhaul – Instrument/Analyser INST-0175,INST-0175,Inst,Unit-200,2021-03-29,2012,Overhaul,Medium,False,109961.07,51.2,34.7,49.3,21.9,157.1,20,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.8858867141582881,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1275.68,-108685.39,False,DEFER
WO-00364,Testing – Control Valve VLV-0011,VLV-0011,Vlv,Tank-Farm,2015-05-31,4141,Testing,Medium,False,10981.01,8.1,16.0,5.6,0.4,30.1,4,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.6297050793701312,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3379.15,-7601.86,False,DEFER
WO-00365,Replacement – Reciprocating Compressor CMP-0004,CMP-0004,Cmp,Unit-200,2011-11-13,5436,Replacement,Critical,False,114652.62,59.8,8.7,18.2,4.7,91.4,11,3.0,1460,5,4,5,5,490000,,4,True,Reciprocating Compressor,3.0,1460.0,1.0,1460.0,asset_inline_fallback,4.75,5,5,25,CRITICAL,349125.0,234472.38,True,INCLUDE
WO-00366,Replacement – Instrument/Analyser INST-0132,INST-0132,Inst,Tank-Farm,2016-04-21,3815,Replacement,Low,False,31837.75,25.1,5.9,6.2,3.0,40.2,5,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,0.9700265834099401,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1396.84,-30440.91,False,DEFER
WO-00367,Inspection – Centrifugal Pump PMP-0039,PMP-0039,Pmp,Unit-100,2017-10-17,3271,Inspection,High,False,3003.2,6.2,0.7,3.1,0.0,10.0,1,2.5,1825,3,2,4,3,48000,,3,True,Centrifugal Pump,2.5,1825.0,0.7280172085771931,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,15725.17,12721.97,True,INCLUDE
WO-00368,Cleaning – Instrument/Analyser INST-0042,INST-0042,Inst,Unit-100,2013-05-08,4894,Cleaning,Medium,False,17343.19,17.6,0.9,0.7,3.8,23.0,3,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-15903.19,False,DEFER
WO-00369,Inspection – Pressure Vessel VSL-0027,VSL-0027,Vsl,Unit-200,2013-01-04,5018,Inspection,Critical,False,3028.98,7.4,0.2,1.3,0.7,9.6,1,2.8,3650,5,5,5,5,290000,,4,True,Pressure Vessel,2.8,3650.0,0.41122591027396627,3650.0,asset_inline_fallback,5.0,4,5,20,CRITICAL,89441.64,86412.66,True,INCLUDE
WO-00370,Calibration – Instrument/Analyser INST-0171,INST-0171,Inst,Flare-System,2018-05-06,3070,Calibration,Medium,False,2824.47,1.9,5.4,8.2,0.6,16.1,2,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.9488947121367067,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1366.41,-1458.06,False,DEFER
WO-00371,Cleaning – Reciprocating Compressor CMP-0012,CMP-0012,Cmp,Unit-100,2022-01-29,1706,Cleaning,Low,False,8722.69,5.5,0.4,0.3,3.0,9.2,1,3.0,1460,5,4,5,5,490000,,1,True,Reciprocating Compressor,3.0,1460.0,0.7159910843419741,221.93067177706712,asset_inline_fallback,4.75,5,5,25,CRITICAL,249970.39,241247.7,True,INCLUDE
WO-00372,Inspection – Electrical Equipment ELEC-0002,ELEC-0002,Elec,Unit-200,2016-04-24,3812,Inspection,High,False,5053.75,9.6,0.7,3.1,0.7,14.099999999999998,2,2.0,1460,3,1,3,3,24000,WO-00073,3,True,Electrical Equipment,2.0,1460.0,0.7453790860923707,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,6708.41,1654.66,False,DEFER
WO-00373,Overhaul – Instrument/Analyser INST-0143,INST-0143,Inst,Offsites,2022-06-05,1579,Overhaul,Medium,False,493005.17,189.1,42.0,49.5,11.4,292.0,36,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.8380383714695971,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1206.78,-491798.39,False,DEFER
WO-00374,Cleaning – Control Valve VLV-0016,VLV-0016,Vlv,Unit-300,2016-06-23,3752,Cleaning,Medium,False,16998.51,21.8,1.5,1.8,4.8,29.900000000000002,4,1.5,1095,3,2,3,2,13500,WO-00257,2,True,Control Valve,1.5,1095.0,0.612366662258446,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3286.11,-13712.4,False,DEFER
WO-00375,Replacement – Control Valve VLV-0090,VLV-0090,Vlv,Flare-System,2013-09-16,4763,Replacement,High,False,73375.4,47.1,16.2,12.4,5.6,81.3,10,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.6544214731396369,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3511.79,-69863.61,False,DEFER
WO-00376,Inspection – Centrifugal Pump PMP-0042,PMP-0042,Pmp,Utilities,2017-11-04,3253,Inspection,Medium,False,2527.83,9.3,0.6,4.9,0.2,15.0,2,2.5,1825,3,2,4,3,48000,,2,True,Centrifugal Pump,2.5,1825.0,0.7252394057624786,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,15665.17,13137.34,True,INCLUDE
WO-00377,Cleaning – Pressure Vessel VSL-0027,VSL-0027,Vsl,Unit-200,2013-01-04,5018,Cleaning,Critical,False,17724.88,19.5,1.4,1.8,6.5,29.2,4,2.8,3650,5,5,5,5,290000,,4,True,Pressure Vessel,2.8,3650.0,0.41122591027396627,3650.0,asset_inline_fallback,5.0,4,5,20,CRITICAL,89441.64,71716.76,True,INCLUDE
WO-00378,Replacement – Control Valve VLV-0030,VLV-0030,Vlv,Tank-Farm,2018-04-29,3077,Replacement,Medium,False,86445.18,33.7,11.9,15.9,4.4,65.9,8,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.5779134208407554,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,3101.23,-83343.95,False,DEFER
WO-00379,Calibration – Centrifugal Pump PMP-0071,PMP-0071,Pmp,Tank-Farm,2015-09-21,4028,Calibration,Critical,False,2200.04,1.4,9.1,13.5,1.0,25.0,3,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.8266740542759483,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,17856.16,15656.12,True,INCLUDE
WO-00380,Cleaning – Instrument/Analyser INST-0056,INST-0056,Inst,Unit-200,2023-08-09,1149,Cleaning,Low,False,18206.24,15.5,0.6,1.1,4.9,22.1,3,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,0.7665808677137653,11.255922483994937,asset_inline_fallback,2.0,5,2,10,HIGH,1103.88,-17102.36,False,DEFER
WO-00381,Replacement – Instrument/Analyser INST-0061,INST-0061,Inst,Unit-300,2016-02-18,3878,Replacement,Medium,False,25206.3,38.0,9.1,5.9,6.1,59.1,7,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.9713213963161514,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1398.7,-23807.6,False,DEFER
WO-00382,Inspection – Centrifugal Pump PMP-0054,PMP-0054,Pmp,Tank-Farm,2016-06-16,3759,Inspection,Low,False,5022.52,6.5,1.5,2.4,0.2,10.6,1,2.5,1825,3,2,4,3,48000,,1,True,Centrifugal Pump,2.5,1825.0,0.7955419973957991,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,17183.71,12161.19,True,INCLUDE
WO-00383,Cleaning – Reciprocating Compressor CMP-0001,CMP-0001,Cmp,Unit-200,2012-08-27,5148,Cleaning,Low,False,1651.36,23.7,0.4,1.6,7.6,33.3,4,3.0,1460,5,4,5,5,490000,,1,True,Reciprocating Compressor,3.0,1460.0,1.0,1460.0,asset_inline_fallback,4.75,5,5,25,CRITICAL,349125.0,347473.64,True,INCLUDE
WO-00384,Testing – Centrifugal Pump PMP-0052,PMP-0052,Pmp,Unit-300,2016-06-28,3747,Testing,Critical,False,4478.95,15.8,10.3,16.6,1.2,43.900000000000006,5,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.7940561074092952,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,17151.61,12672.66,True,INCLUDE
WO-00385,Inspection – Instrument/Analyser INST-0131,INST-0131,Inst,Unit-100,2024-03-22,923,Inspection,Medium,False,1027.45,3.0,0.5,4.6,0.5,8.6,1,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.7144879782396125,237.2558267032498,asset_inline_fallback,2.0,5,2,10,HIGH,1028.86,1.41,False,DEFER
WO-00386,Repair – Control Valve VLV-0078,VLV-0078,Vlv,Utilities,2021-03-03,2038,Repair,Low,False,59325.56,44.0,26.5,15.4,7.7,93.60000000000001,12,1.5,1095,3,2,3,2,13500,,1,True,Control Valve,1.5,1095.0,0.5092463541621899,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,2732.74,-56592.82,False,DEFER
WO-00387,Cleaning – Centrifugal Pump PMP-0045,PMP-0045,Pmp,Tank-Farm,2017-12-05,3222,Cleaning,Critical,True,13685.79,25.4,0.9,1.6,2.4,30.299999999999997,4,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.7204061889392946,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,15560.77,1874.98,True,INCLUDE
WO-00388,Cleaning – Reciprocating Compressor CMP-0005,CMP-0005,Cmp,Flare-System,2015-04-12,4190,Cleaning,Low,False,2766.69,27.4,0.0,1.4,3.9,32.699999999999996,4,3.0,1460,5,4,5,5,490000,,1,True,Reciprocating Compressor,3.0,1460.0,1.0,1460.0,asset_inline_fallback,4.75,5,5,25,CRITICAL,349125.0,346358.31,True,INCLUDE
WO-00389,Replacement – Piping/Pipeline Segment PPL-0030,PPL-0030,Ppl,Tank-Farm,2013-06-27,4844,Replacement,Critical,False,8137.59,9.4,12.0,23.7,9.8,54.89999999999999,7,2.0,3285,4,4,3,3,88000,,4,True,Piping/Pipeline Segment,2.0,3285.0,0.28825134419292225,140.7483336932919,asset_inline_fallback,3.65,3,4,12,HIGH,13887.95,5750.36,True,INCLUDE
WO-00390,Overhaul – Control Valve VLV-0027,VLV-0027,Vlv,Unit-100,2024-03-23,922,Overhaul,Low,False,73766.65,144.4,33.2,18.5,16.2,212.3,27,1.5,1095,3,2,3,2,13500,,1,True,Control Valve,1.5,1095.0,0.3944329926225412,987.3751514034041,asset_inline_fallback,2.65,4,3,12,HIGH,2116.63,-71650.02,False,DEFER
WO-00391,Inspection – Instrument/Analyser INST-0134,INST-0134,Inst,Tank-Farm,2013-08-23,4787,Inspection,High,False,2294.11,3.7,0.2,1.7,0.6,6.2,1,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-854.11,False,DEFER
WO-00392,Calibration – Distillation Tower TWR-0011,TWR-0011,Twr,Unit-100,2018-09-10,2943,Calibration,Critical,False,2683.66,1.9,7.3,7.2,0.1,16.5,2,2.2,2920,5,5,5,5,980000,,4,True,Distillation Tower,2.2,2920.0,0.2580144345603847,1323.0540205976113,asset_inline_fallback,5.0,3,5,15,HIGH,189640.61,186956.95,True,INCLUDE
WO-00393,Testing – Heat Exchanger HX-0034,HX-0034,Hx,Flare-System,2021-09-06,1851,Testing,Low,False,14454.01,8.9,10.5,14.2,0.6,34.199999999999996,4,2.0,2190,4,3,5,4,195000,WO-00363,1,True,Heat Exchanger,2.0,2190.0,0.2661957223255085,1472.1654132449094,asset_inline_fallback,4.0,3,4,12,HIGH,31144.9,16690.89,False,DEFER
WO-00394,Replacement – Control Valve VLV-0059,VLV-0059,Vlv,Unit-100,2020-07-10,2274,Replacement,High,False,47451.41,30.3,4.3,11.7,8.7,55.0,7,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.5270299823872173,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,2828.17,-44623.24,False,DEFER
WO-00395,Cleaning – Centrifugal Pump PMP-0009,PMP-0009,Pmp,Unit-300,2016-09-28,3655,Cleaning,Critical,False,10759.29,8.1,0.0,0.5,2.5,11.1,1,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.7823798693214629,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,16899.41,6140.12,True,INCLUDE
WO-00396,Calibration – Instrument/Analyser INST-0173,INST-0173,Inst,Offsites,2016-08-10,3704,Calibration,High,False,2215.12,1.9,5.4,15.3,0.7,23.3,3,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.9675904134787784,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1393.33,-821.79,False,DEFER
WO-00397,Replacement – Control Valve VLV-0076,VLV-0076,Vlv,Unit-300,2022-07-01,1553,Replacement,High,False,65930.4,49.4,10.3,8.6,9.9,78.2,10,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.46697112519479306,356.375041611647,asset_inline_fallback,2.65,4,3,12,HIGH,2505.88,-63424.52,False,DEFER
WO-00398,Testing – Instrument/Analyser INST-0019,INST-0019,Inst,Offsites,2012-08-04,5171,Testing,Medium,False,12231.17,17.1,19.9,8.2,1.3,46.5,6,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-10791.17,False,DEFER
WO-00399,Calibration – Heat Exchanger HX-0016,HX-0016,Hx,Flare-System,2017-10-02,3286,Calibration,Medium,False,960.38,0.4,4.6,11.7,0.6,17.3,2,2.0,2190,4,3,5,4,195000,,2,True,Heat Exchanger,2.0,2190.0,0.4101753471295694,37.16522007819958,asset_inline_fallback,4.0,4,4,16,HIGH,47990.52,47030.14,True,INCLUDE
WO-00400,Calibration – Electrical Equipment ELEC-0041,ELEC-0041,Elec,Offsites,2022-05-16,1599,Calibration,Critical,True,2093.22,0.5,5.8,9.4,0.2,15.899999999999999,2,2.0,1460,3,1,3,3,24000,,4,True,Electrical Equipment,2.0,1460.0,0.4567049517773672,616.4436170131194,asset_inline_fallback,2.5,4,2,8,MEDIUM,4110.34,2017.12,True,INCLUDE
WO-00401,Replacement – Control Valve VLV-0004,VLV-0004,Vlv,Unit-200,2025-07-22,436,Replacement,Medium,False,34453.37,37.7,3.1,9.4,1.4,51.6,6,1.5,1095,3,2,3,2,13500,WO-00202,2,True,Control Valve,1.5,1095.0,0.3122934176080801,1473.3749938877686,asset_inline_fallback,2.65,3,3,9,MEDIUM,1675.84,-32777.53,False,DEFER
WO-00402,Cleaning – Instrument/Analyser INST-0060,INST-0060,Inst,Unit-300,2014-12-13,4310,Cleaning,Medium,False,9099.52,7.5,1.9,1.2,7.4,18.0,2,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-7659.52,False,DEFER
WO-00403,Calibration – Electrical Equipment ELEC-0071,ELEC-0071,Elec,Unit-100,2013-03-13,4950,Calibration,High,False,2709.86,0.8,7.5,7.7,0.7,16.7,2,2.0,1460,3,1,3,3,24000,,3,True,Electrical Equipment,2.0,1460.0,0.8275599224610098,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,7448.04,4738.18,True,INCLUDE
WO-00404,Inspection – Instrument/Analyser INST-0152,INST-0152,Inst,Utilities,2014-06-16,4490,Inspection,Medium,False,7670.91,8.9,0.6,5.0,0.3,14.8,2,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-6230.91,False,DEFER
WO-00405,Repair – Instrument/Analyser INST-0083,INST-0083,Inst,Tank-Farm,2016-10-30,3623,Repair,High,False,25758.52,49.4,21.3,4.3,4.8,79.8,10,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.965678909105745,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1390.58,-24367.94,False,DEFER
WO-00406,Calibration – Electrical Equipment ELEC-0081,ELEC-0081,Elec,Unit-200,2017-03-16,3486,Calibration,Medium,False,580.71,0.5,7.7,6.5,0.4,15.1,2,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.7153046496084571,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,6437.74,5857.03,True,INCLUDE
WO-00407,Calibration – Heat Exchanger HX-0030,HX-0030,Hx,Unit-100,2017-12-27,3200,Calibration,Medium,False,465.67,1.7,7.8,9.4,0.8,19.7,2,2.0,2190,4,3,5,4,195000,,2,True,Heat Exchanger,2.0,2190.0,0.4024039067881896,123.16541488803705,asset_inline_fallback,4.0,4,4,16,HIGH,47081.26,46615.59,True,INCLUDE
WO-00408,Cleaning – Piping/Pipeline Segment PPL-0023,PPL-0023,Ppl,Utilities,2019-03-14,2758,Cleaning,Medium,False,14403.55,21.6,2.0,1.2,8.5,33.3,4,2.0,3285,4,4,3,3,88000,,2,True,Piping/Pipeline Segment,2.0,3285.0,0.18038260502079007,2226.7481198651913,asset_inline_fallback,3.65,3,4,12,HIGH,8690.83,-5712.72,False,DEFER
WO-00409,Repair – Instrument/Analyser INST-0054,INST-0054,Inst,Offsites,2014-03-07,4591,Repair,Medium,False,76452.94,25.8,8.3,12.6,5.0,51.7,6,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-75012.94,False,DEFER
WO-00410,Calibration – Pressure Vessel VSL-0003,VSL-0003,Vsl,Tank-Farm,2019-01-17,2814,Calibration,Critical,True,2808.8,0.8,7.7,7.1,0.5,16.1,2,2.8,3650,5,5,5,5,290000,,4,True,Pressure Vessel,2.8,3650.0,0.17838398586734608,2102.4951345734225,asset_inline_fallback,5.0,3,5,15,HIGH,38798.52,35989.72,True,INCLUDE
WO-00411,Overhaul – Control Valve VLV-0027,VLV-0027,Vlv,Unit-100,2024-03-23,922,Overhaul,High,False,334021.83,187.1,35.3,23.1,4.1,249.59999999999997,31,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.3944329926225412,987.3751514034041,asset_inline_fallback,2.65,4,3,12,HIGH,2116.63,-331905.2,False,DEFER
WO-00412,Testing – Instrument/Analyser INST-0172,INST-0172,Inst,Unit-200,2015-05-14,4158,Testing,High,False,13873.83,7.9,9.2,12.7,1.4,31.2,4,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-12433.83,False,DEFER
WO-00413,Inspection – Piping/Pipeline Segment PPL-0031,PPL-0031,Ppl,Unit-100,2013-02-19,4972,Inspection,High,False,3580.68,4.1,0.6,1.7,0.7,7.1,1,2.0,3285,4,4,3,3,88000,,3,True,Piping/Pipeline Segment,2.0,3285.0,0.29438769021266525,12.74812000071961,asset_inline_fallback,3.65,3,4,12,HIGH,14183.6,10602.92,True,INCLUDE
WO-00414,Replacement – Instrument/Analyser INST-0137,INST-0137,Inst,Unit-200,2017-01-19,3542,Replacement,Low,False,68694.19,33.6,16.3,23.1,2.2,75.2,9,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,0.9636457713166401,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1387.65,-67306.54,False,DEFER
WO-00415,Calibration – Centrifugal Pump PMP-0021,PMP-0021,Pmp,Unit-300,2015-05-02,4170,Calibration,High,False,2139.15,0.7,4.8,4.1,1.0,10.6,1,2.5,1825,3,2,4,3,48000,,3,True,Centrifugal Pump,2.5,1825.0,0.8414929558742112,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,18176.25,16037.1,True,INCLUDE
WO-00416,Overhaul – Distillation Tower TWR-0012,TWR-0012,Twr,Utilities,2015-04-30,4172,Overhaul,Medium,False,333104.76,48.1,15.3,34.2,14.3,111.9,14,2.2,2920,5,5,5,5,980000,,2,True,Distillation Tower,2.2,2920.0,0.3586964381494113,94.05389701600689,asset_inline_fallback,5.0,4,5,20,CRITICAL,263641.88,-69462.88,False,DEFER
WO-00417,Cleaning – Instrument/Analyser INST-0164,INST-0164,Inst,Flare-System,2016-11-15,3607,Cleaning,High,False,15434.46,23.6,0.1,1.4,7.7,32.800000000000004,4,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.965287201546185,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1390.01,-14044.45,False,DEFER
WO-00418,Inspection – Control Valve VLV-0115,VLV-0115,Vlv,Tank-Farm,2021-12-19,1747,Inspection,High,False,2182.51,3.6,1.0,1.5,0.7,6.8,1,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.48494049294407515,162.37483394979745,asset_inline_fallback,2.65,4,3,12,HIGH,2602.31,419.8,False,DEFER
WO-00419,Inspection – Electrical Equipment ELEC-0009,ELEC-0009,Elec,Utilities,2025-04-01,548,Inspection,High,False,2962.75,3.5,2.0,2.2,0.2,7.9,1,2.0,1460,3,1,3,3,24000,,3,True,Electrical Equipment,2.0,1460.0,0.22133256181022662,1667.4436147462725,asset_inline_fallback,2.5,3,2,6,MEDIUM,1991.99,-970.76,False,DEFER
WO-00420,Replacement – Instrument/Analyser INST-0148,INST-0148,Inst,Utilities,2021-11-27,1769,Replacement,Low,False,74672.62,48.7,8.6,16.5,5.3,79.10000000000001,10,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,0.8613715217109107,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1240.37,-73432.25,False,DEFER
WO-00421,Cleaning – Centrifugal Pump PMP-0042,PMP-0042,Pmp,Utilities,2017-11-04,3253,Cleaning,Medium,False,7957.4,20.9,1.6,0.9,9.9,33.3,4,2.5,1825,3,2,4,3,48000,,2,True,Centrifugal Pump,2.5,1825.0,0.7252394057624786,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,15665.17,7707.77,True,INCLUDE
WO-00422,Inspection – Instrument/Analyser INST-0055,INST-0055,Inst,Tank-Farm,2020-07-17,2267,Inspection,Medium,False,6421.99,6.8,1.1,3.1,0.9,11.9,1,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.9065363579444212,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1305.41,-5116.58,False,DEFER
WO-00423,Cleaning – Heat Exchanger HX-0028,HX-0028,Hx,Unit-100,2012-12-08,5045,Cleaning,Medium,False,2172.64,14.8,1.8,1.4,2.4,20.4,3,2.0,2190,4,3,5,4,195000,,2,True,Heat Exchanger,2.0,2190.0,0.5487176582596842,2190.0,asset_inline_fallback,4.0,4,4,16,HIGH,64199.97,62027.33,True,INCLUDE
WO-00424,Repair – Instrument/Analyser INST-0011,INST-0011,Inst,Unit-100,2023-03-09,1302,Repair,Medium,False,44641.37,10.1,18.6,3.0,3.9,35.6,4,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.7955334689231505,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1145.57,-43495.8,False,DEFER
WO-00425,Repair – Control Valve VLV-0107,VLV-0107,Vlv,Utilities,2017-05-13,3428,Repair,Medium,False,29908.06,87.1,27.9,2.4,3.2,120.60000000000001,15,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.5965978338485142,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,3201.49,-26706.57,False,DEFER
WO-00426,Calibration – Electrical Equipment ELEC-0030,ELEC-0030,Elec,Flare-System,2019-01-14,2817,Calibration,Critical,False,1298.77,1.3,6.9,15.8,0.7,24.7,3,2.0,1460,3,1,3,3,24000,,4,True,Electrical Equipment,2.0,1460.0,0.6420013370615681,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,5778.01,4479.24,True,INCLUDE
WO-00427,Inspection – Electrical Equipment ELEC-0068,ELEC-0068,Elec,Flare-System,2025-09-11,385,Inspection,Medium,False,1582.18,9.5,1.8,4.2,0.1,15.6,2,2.0,1460,3,1,3,3,24000,,2,True,Electrical Equipment,2.0,1460.0,0.17662976160273086,1830.4436088852985,asset_inline_fallback,2.5,3,2,6,MEDIUM,1589.67,7.49,False,DEFER
WO-00428,Inspection – Distillation Tower TWR-0007,TWR-0007,Twr,Flare-System,2014-12-13,4310,Inspection,Low,False,3326.04,4.1,1.7,1.6,0.6,8.0,1,2.2,2920,5,5,5,5,980000,WO-00330,1,True,Distillation Tower,2.2,2920.0,0.3694723334513032,2920.0,asset_inline_fallback,5.0,4,5,20,CRITICAL,271562.17,268236.13,True,INCLUDE
WO-00429,Calibration – Instrument/Analyser INST-0042,INST-0042,Inst,Unit-100,2013-05-08,4894,Calibration,Low,False,421.85,1.8,7.1,11.3,0.7,20.900000000000002,3,1.8,730,2,1,3,2,4800,WO-00323,1,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,1018.15,True,INCLUDE
