asset_tag,asset_class,failure_no,time_to_failure_d,failure_date,failure_mode,severity
ELEC-0080,ELEC,3,1925.24,2018-10-18,Fouling,1
ELEC-0080,ELEC,4,2681.81,2020-11-12,Corrosion,4
ELEC-0080,ELEC,5,2769.1,2021-02-08,Wear,3
ELEC-0081,ELEC,1,609.81,2018-11-15,Blockage,4
ELEC-0081,ELEC,2,2385.14,2023-09-26,Seal Failure,2
ELEC-0081,ELEC,3,2397.18,2023-10-08,Fouling,4
ELEC-0082,ELEC,1,321.99,2018-11-20,Seal Failure,4
ELEC-0082,ELEC,2,886.29,2020-06-07,Wear,4
ELEC-0083,ELEC,1,202.24,2016-10-28,Leakage,5
ELEC-0083,ELEC,2,472.97,2017-07-25,Fouling,2
ELEC-0083,ELEC,3,1858.05,2021-05-11,Fatigue,3
ELEC-0083,ELEC,4,2381.24,2022-10-16,Wear,3
ELEC-0084,ELEC,1,429.83,2016-10-09,Fouling,4
ELEC-0084,ELEC,2,684.59,2017-06-21,Blockage,1
ELEC-0085,ELEC,1,711.14,2017-02-01,Seal Failure,5
ELEC-0085,ELEC,2,1136.82,2018-04-02,Bearing Failure,3
ELEC-0085,ELEC,3,1251.16,2018-07-26,Wear,1
TNK-0001,TNK,1,3476.25,2021-07-05,Fatigue,2
TNK-0001,TNK,2,4934.64,2025-07-02,Bearing Failure,5
TNK-0002,TNK,1,2762.93,2026-02-11,Bearing Failure,4
TNK-0002,TNK,2,3848.56,2026-10-01,Leakage,1
TNK-0002,TNK,3,5392.77,2026-10-01,Leakage,5
TNK-0002,TNK,4,6249.92,2026-10-01,Blockage,3
TNK-0003,TNK,1,3976.79,2026-10-01,Leakage,5
TNK-0003,TNK,2,5118.65,2026-10-01,Leakage,2
TNK-0003,TNK,3,5414.45,2026-10-01,Bearing Failure,3
TNK-0003,TNK,4,5558.57,2026-10-01,Leakage,5
TNK-0003,TNK,5,6497.68,2026-10-01,Blockage,3
TNK-0004,TNK,1,3404.82,2026-10-01,Bearing Failure,3
TNK-0004,TNK,2,4033.64,2026-10-01,Seal Failure,4
TNK-0004,TNK,3,4818.86,2026-10-01,Leakage,1
TNK-0004,TNK,4,6002.34,2026-10-01,Fouling,4
TNK-0005,TNK,1,3285.59,2026-10-01,Leakage,5
TNK-0005,TNK,2,4397.64,2026-10-01,Blockage,4
TNK-0005,TNK,3,4607.87,2026-10-01,Corrosion,3
TNK-0005,TNK,4,5285.84,2026-10-01,Bearing Failure,1
TNK-0005,TNK,5,6118.48,2026-10-01,Leakage,3
TNK-0005,TNK,6,6164.4,2026-10-01,Blockage,2
TNK-0006,TNK,1,2886.87,2021-03-16,Seal Failure,4
TNK-0006,TNK,2,3462.06,2022-10-13,Seal Failure,5
TNK-0006,TNK,3,4331.83,2025-02-28,Corrosion,4
TNK-0006,TNK,4,5507.85,2026-10-01,Blockage,2
TNK-0006,TNK,5,6234.44,2026-10-01,Fatigue,3
TNK-0006,TNK,6,6423.21,2026-10-01,Bearing Failure,5
TNK-0007,TNK,1,4673.25,2026-10-01,Fouling,4
TNK-0007,TNK,2,5608.86,2026-10-01,Corrosion,3
TNK-0007,TNK,3,6090.25,2026-10-01,Corrosion,1
TNK-0007,TNK,4,6673.84,2026-10-01,Leakage,5
TNK-0008,TNK,1,3795.09,2026-10-01,Bearing Failure,2
TNK-0008,TNK,2,7061.15,2026-10-01,Fatigue,5
TNK-0009,TNK,1,551.84,2013-10-22,Fatigue,3
TNK-0009,TNK,2,4783.12,2025-05-24,Corrosion,5
TNK-0009,TNK,3,4856.25,2025-08-05,Wear,4
TNK-0009,TNK,4,4892.89,2025-09-10,Seal Failure,4
TNK-0009,TNK,5,5418.5,2026-10-01,Fouling,1
TNK-0009,TNK,6,5687.23,2026-10-01,Leakage,4
TNK-0010,TNK,1,1863.8,2026-10-01,Fatigue,3
TNK-0010,TNK,2,2231.11,2026-10-01,Fatigue,2
TNK-0010,TNK,3,3105.6,2026-10-01,Fatigue,1
TNK-0010,TNK,4,4164.72,2026-10-01,Blockage,2
TNK-0011,TNK,1,3635.13,2023-09-08,Blockage,3
TNK-0011,TNK,2,4779.31,2026-10-01,Fatigue,3
TNK-0012,TNK,1,4517.17,2026-10-01,Corrosion,5
TNK-0013,TNK,1,3854.76,2026-10-01,Seal Failure,2
TNK-0013,TNK,2,5747.67,2026-10-01,Fatigue,2
TNK-0013,TNK,3,5793.06,2026-10-01,Bearing Failure,2
TNK-0013,TNK,4,6590.4,2026-10-01,Bearing Failure,4
TNK-0014,TNK,1,1678.76,2018-01-21,Bearing Failure,4
TNK-0014,TNK,2,3149.03,2022-01-31,Leakage,3
TNK-0014,TNK,3,3664.65,2023-06-30,Leakage,2
TNK-0014,TNK,4,3938.09,2024-03-30,Fouling,3
TNK-0014,TNK,5,5038.99,2026-10-01,Bearing Failure,4
TNK-0014,TNK,6,5192.25,2026-10-01,Wear,5
TNK-0015,TNK,1,4817.37,2026-10-01,Blockage,4
TNK-0015,TNK,2,5073.33,2026-10-01,Wear,3
TNK-0015,TNK,3,6033.23,2026-10-01,Leakage,2
TNK-0015,TNK,4,6059.64,2026-10-01,Blockage,3
TNK-0015,TNK,5,7034.77,2026-10-01,Corrosion,2
TNK-0016,TNK,1,4771.16,2026-10-01,Blockage,1
TNK-0016,TNK,2,5547.82,2026-10-01,Blockage,3
TNK-0016,TNK,3,5616.96,2026-10-01,Corrosion,5
TNK-0016,TNK,4,5863.49,2026-10-01,Fatigue,4
TNK-0017,TNK,1,4717.43,2026-10-01,Corrosion,4
TNK-0017,TNK,2,5456.43,2026-10-01,Fatigue,1
TNK-0017,TNK,3,5617.13,2026-10-01,Wear,5
TNK-0017,TNK,4,6336.94,2026-10-01,Corrosion,1
TNK-0017,TNK,5,6800.93,2026-10-01,Seal Failure,1
TNK-0018,TNK,1,2875.82,2025-08-25,Bearing Failure,3
TNK-0018,TNK,2,4236.2,2026-10-01,Leakage,4
TNK-0018,TNK,3,4590.61,2026-10-01,Fouling,1
TNK-0018,TNK,4,5317.03,2026-10-01,Fatigue,1
TNK-0018,TNK,5,5548.75,2026-10-01,Wear,2
TNK-0019,TNK,1,1567.47,2026-10-01,Fatigue,3
TNK-0019,TNK,2,4390.99,2026-10-01,Corrosion,2
TNK-0019,TNK,3,5262.95,2026-10-01,Wear,1
TNK-0020,TNK,1,2692.97,2021-01-04,Bearing Failure,4
TNK-0020,TNK,2,7165.07,2026-10-01,Bearing Failure,4
PPL-0001,PPL,1,221.37,2015-03-11,Leakage,5
PPL-0001,PPL,2,469.72,2015-11-14,Seal Failure,5
PPL-0001,PPL,3,1000.6,2017-04-28,Corrosion,5
PPL-0001,PPL,4,3624.62,2024-07-04,Seal Failure,2
PPL-0001,PPL,5,4272.96,2026-04-13,Wear,4
PPL-0001,PPL,6,6147.54,2026-10-01,Fouling,2
PPL-0002,PPL,1,779.21,2025-01-09,Fouling,1
PPL-0002,PPL,2,2471.22,2026-10-01,Fatigue,1
PPL-0002,PPL,3,2677.55,2026-10-01,Bearing Failure,5
PPL-0003,PPL,1,851.78,2017-09-05,Leakage,3
PPL-0003,PPL,2,1030.68,2018-03-03,Bearing Failure,1
PPL-0003,PPL,3,1750.25,2020-02-21,Seal Failure,3
PPL-0003,PPL,4,2650.83,2022-08-09,Wear,3
PPL-0003,PPL,5,5667.27,2026-10-01,Bearing Failure,2
PPL-0004,PPL,1,3178.13,2020-10-02,Fatigue,5
PPL-0004,PPL,2,4171.28,2023-06-22,Blockage,4
PPL-0004,PPL,3,6028.6,2026-10-01,Seal Failure,4
PPL-0005,PPL,1,3446.6,2026-10-01,Seal Failure,4
PPL-0005,PPL,2,4452.42,2026-10-01,Fouling,3
PPL-0005,PPL,3,4512.33,2026-10-01,Fouling,2
PPL-0005,PPL,4,5158.74,2026-10-01,Fatigue,1
PPL-0006,PPL,1,1783.95,2018-03-20,Bearing Failure,5
PPL-0006,PPL,2,2078.71,2019-01-09,Wear,4
PPL-0006,PPL,3,3947.73,2024-02-21,Leakage,3
PPL-0006,PPL,4,4220.43,2024-11-20,Fatigue,2
PPL-0007,PPL,1,870.32,2022-08-12,Bearing Failure,3
PPL-0007,PPL,2,1756.09,2025-01-14,Bearing Failure,1
PPL-0007,PPL,3,3214.16,2026-10-01,Seal Failure,1
PPL-0007,PPL,4,4060.12,2026-10-01,Blockage,5
PPL-0007,PPL,5,4083.57,2026-10-01,Seal Failure,2
PPL-0008,PPL,1,1601.16,2021-08-14,Bearing Failure,3
PPL-0008,PPL,2,2390.18,2023-10-12,Corrosion,1
PPL-0008,PPL,3,3521.39,2026-10-01,Fatigue,3
PPL-0008,PPL,4,3678.48,2026-10-01,Fouling,3
PPL-0008,PPL,5,5382.3,2026-10-01,Fatigue,5
PPL-0009,PPL,1,986.07,2020-04-28,Fouling,3
PPL-0009,PPL,2,2892.51,2025-07-17,Seal Failure,2
PPL-0009,PPL,3,4270.84,2026-10-01,Corrosion,2
PPL-0010,PPL,1,1189.18,2020-08-02,Fouling,4
PPL-0010,PPL,2,1710.75,2022-01-05,Bearing Failure,3
PPL-0010,PPL,3,2684.51,2024-09-05,Wear,1
PPL-0010,PPL,4,3043.78,2025-08-30,Fouling,5
PPL-0010,PPL,5,4653.24,2026-10-01,Wear,5
PPL-0010,PPL,6,4703.0,2026-10-01,Bearing Failure,1
PPL-0011,PPL,1,878.88,2015-01-26,Blockage,3
PPL-0011,PPL,2,3399.38,2021-12-21,Fatigue,2
PPL-0011,PPL,3,3767.32,2022-12-24,Seal Failure,1
PPL-0012,PPL,1,1254.89,2026-06-07,Seal Failure,4
PPL-0012,PPL,2,1439.7,2026-10-01,Fouling,1
PPL-0012,PPL,3,3251.19,2026-10-01,Fatigue,5
PPL-0013,PPL,1,742.24,2022-07-04,Wear,5
PPL-0013,PPL,2,3778.42,2026-10-01,Wear,3
PPL-0013,PPL,3,6239.24,2026-10-01,Blockage,4
PPL-0014,PPL,1,1409.79,2026-10-01,Wear,1
PPL-0014,PPL,2,3940.98,2026-10-01,Blockage,1
PPL-0014,PPL,3,4081.46,2026-10-01,Wear,5
PPL-0014,PPL,4,4245.18,2026-10-01,Fouling,2
PPL-0015,PPL,1,467.02,2024-10-01,Blockage,3
PPL-0015,PPL,2,1028.27,2026-04-15,Bearing Failure,5
PPL-0015,PPL,3,3373.24,2026-10-01,Fouling,2
PPL-0015,PPL,4,4789.29,2026-10-01,Blockage,2
PPL-0015,PPL,5,6488.95,2026-10-01,Wear,3
PPL-0016,PPL,1,768.52,2023-02-08,Leakage,5
PPL-0016,PPL,2,914.44,2023-07-04,Blockage,3
PPL-0016,PPL,3,1930.37,2026-04-15,Fatigue,3
PPL-0016,PPL,4,3006.45,2026-10-01,Corrosion,5
PPL-0016,PPL,5,3324.15,2026-10-01,Bearing Failure,3
PPL-0016,PPL,6,6446.8,2026-10-01,Seal Failure,4
PPL-0017,PPL,1,1404.77,2016-03-27,Blockage,5
PPL-0017,PPL,2,2343.64,2018-10-22,Seal Failure,4
PPL-0017,PPL,3,3667.95,2022-06-07,Fatigue,1
PPL-0018,PPL,1,1283.33,2026-10-01,Corrosion,3
PPL-0018,PPL,2,1482.55,2026-10-01,Corrosion,4
PPL-0019,PPL,1,1089.08,2018-03-11,Bearing Failure,2
PPL-0019,PPL,2,2160.63,2021-02-14,Seal Failure,1
PPL-0019,PPL,3,5482.86,2026-10-01,Fatigue,3
PPL-0019,PPL,4,6249.62,2026-10-01,Bearing Failure,1
PPL-0019,PPL,5,7176.97,2026-10-01,Leakage,3
PPL-0020,PPL,1,515.95,2023-04-09,Leakage,1
PPL-0020,PPL,2,3172.91,2026-10-01,Seal Failure,1
PPL-0020,PPL,3,3545.57,2026-10-01,Fouling,5
PPL-0020,PPL,4,4293.33,2026-10-01,Leakage,2
PPL-0021,PPL,1,1870.92,2026-10-01,Fouling,1
PPL-0021,PPL,2,1886.76,2026-10-01,Fatigue,3
PPL-0021,PPL,3,3623.2,2026-10-01,Seal Failure,5
PPL-0022,PPL,1,1731.63,2023-03-10,Bearing Failure,4
PPL-0022,PPL,2,2976.68,2026-08-06,Fouling,3
PPL-0022,PPL,3,3736.93,2026-10-01,Corrosion,5
PPL-0022,PPL,4,6213.68,2026-10-01,Leakage,1
PPL-0023,PPL,1,1611.46,2023-08-11,Blockage,1
PPL-0023,PPL,2,2779.25,2026-10-01,Corrosion,2
PPL-0023,PPL,3,5622.49,2026-10-01,Seal Failure,2
PPL-0024,PPL,1,680.1,2026-10-01,Leakage,1
PPL-0024,PPL,2,2202.7,2026-10-01,Corrosion,1
PPL-0024,PPL,3,3025.43,2026-10-01,Blockage,4
PPL-0024,PPL,4,4583.8,2026-10-01,Seal Failure,4
PPL-0025,PPL,1,1349.62,2022-09-16,Seal Failure,4
PPL-0025,PPL,2,2153.76,2024-11-28,Wear,4
PPL-0025,PPL,3,2387.65,2025-07-20,Fouling,1
PPL-0025,PPL,4,5773.25,2026-10-01,Fatigue,3
PPL-0026,PPL,1,1400.35,2020-06-15,Bearing Failure,3
PPL-0026,PPL,2,2230.41,2022-09-23,Fouling,4
PPL-0026,PPL,3,4493.09,2026-10-01,Wear,2
PPL-0027,PPL,1,920.13,2021-05-03,Corrosion,5
PPL-0027,PPL,2,922.8,2021-05-05,Corrosion,2
PPL-0028,PPL,1,1406.36,2026-01-26,Corrosion,2
PPL-0028,PPL,2,1512.72,2026-05-12,Blockage,2
PPL-0028,PPL,3,1541.24,2026-06-10,Corrosion,4
PPL-0028,PPL,4,4638.75,2026-10-01,Wear,5
PPL-0028,PPL,5,5607.5,2026-10-01,Blockage,5
PPL-0029,PPL,1,251.09,2022-04-25,Fouling,2
PPL-0029,PPL,2,1700.43,2026-04-13,Blockage,4
PPL-0029,PPL,3,3161.95,2026-10-01,Blockage,4
PPL-0030,PPL,1,1393.42,2017-04-20,Wear,1
PPL-0030,PPL,2,1464.36,2017-06-30,Seal Failure,2
PPL-0030,PPL,3,3006.92,2021-09-19,Blockage,1
PPL-0030,PPL,4,3940.62,2024-04-10,Blockage,4
PPL-0030,PPL,5,4432.36,2025-08-15,Wear,1
PPL-0031,PPL,1,2499.99,2019-12-24,Fatigue,3
PPL-0031,PPL,2,3082.92,2021-07-29,Corrosion,1
PPL-0031,PPL,3,4194.3,2024-08-14,Bearing Failure,5
PPL-0032,PPL,1,2640.01,2019-03-28,Fatigue,2
PPL-0032,PPL,2,2828.5,2019-10-02,Wear,3
PPL-0032,PPL,3,4117.1,2023-04-13,Fouling,4
PPL-0033,PPL,1,2868.36,2020-04-09,Fouling,1
PPL-0033,PPL,2,4020.71,2023-06-05,Corrosion,4
PPL-0034,PPL,1,625.47,2025-07-14,Corrosion,5
PPL-0034,PPL,2,1793.43,2026-10-01,Seal Failure,4
PPL-0034,PPL,3,2608.42,2026-10-01,Corrosion,3
PPL-0034,PPL,4,3104.82,2026-10-01,Wear,4
PPL-0034,PPL,5,3269.21,2026-10-01,Corrosion,5
PPL-0034,PPL,6,3436.1,2026-10-01,Wear,4
PPL-0035,PPL,1,2932.78,2026-10-01,Fouling,5
PPL-0035,PPL,2,3751.27,2026-10-01,Bearing Failure,2
PPL-0036,PPL,1,2667.74,2026-10-01,Fouling,1
PPL-0036,PPL,2,3581.26,2026-10-01,Seal Failure,2
PPL-0037,PPL,1,1786.12,2018-10-22,Fatigue,2
PPL-0037,PPL,2,1794.89,2018-10-30,Wear,3
PPL-0037,PPL,3,2733.74,2021-05-26,Corrosion,1
PPL-0038,PPL,1,2524.8,2025-01-27,Blockage,3
PPL-0038,PPL,2,4384.13,2026-10-01,Blockage,5
PPL-0038,PPL,3,4731.79,2026-10-01,Blockage,3
PPL-0038,PPL,4,7046.49,2026-10-01,Fouling,4
PPL-0039,PPL,1,785.25,2025-08-03,Fatigue,1
PPL-0039,PPL,2,1704.19,2026-10-01,Corrosion,2
PPL-0040,PPL,1,1280.64,2026-10-01,Wear,5
PPL-0040,PPL,2,2272.93,2026-10-01,Fouling,4
PPL-0041,PPL,1,873.33,2016-03-22,Corrosion,4
PPL-0041,PPL,2,2671.69,2021-02-22,Bearing Failure,2
PPL-0041,PPL,3,3248.62,2022-09-22,Fatigue,5
PPL-0042,PPL,1,1231.82,2018-11-02,Corrosion,2
PPL-0042,PPL,2,1423.36,2019-05-13,Seal Failure,3
PPL-0042,PPL,3,1957.59,2020-10-28,Corrosion,1
PPL-0042,PPL,4,2932.54,2023-06-30,Fouling,4
PPL-0042,PPL,5,3874.94,2026-01-27,Corrosion,3
PPL-0042,PPL,6,5230.84,2026-10-01,Corrosion,2
PPL-0043,PPL,1,382.37,2022-08-28,Fatigue,5
PPL-0043,PPL,2,2841.04,2026-10-01,Corrosion,1
PPL-0043,PPL,3,3494.61,2026-10-01,Blockage,3
PPL-0043,PPL,4,4228.03,2026-10-01,Wear,3
PPL-0043,PPL,5,4318.11,2026-10-01,Seal Failure,2
PPL-0044,PPL,1,1648.91,2024-08-07,Fatigue,5
PPL-0044,PPL,2,2540.03,2026-10-01,Fouling,5
PPL-0044,PPL,3,2718.84,2026-10-01,Wear,2
PPL-0044,PPL,4,2766.05,2026-10-01,Bearing Failure,5
PPL-0045,PPL,1,971.35,2017-10-11,Corrosion,3
PPL-0045,PPL,2,2199.03,2021-02-20,Fatigue,3
PPL-0045,PPL,3,5655.24,2026-10-01,Blockage,4
